Date,open_price
2024-01-09,183.9199981689453
2024-01-10,184.35000610351562
2024-01-11,186.5399932861328
2024-01-12,186.05999755859375
2024-01-16,182.16000366210938
2024-01-17,181.27000427246094
2024-01-18,186.08999633789062
2024-01-19,189.3300018310547
2024-01-22,192.3000030517578
2024-01-23,195.02000427246094
2024-01-24,195.4199981689453
2024-01-25,195.22000122070312
2024-01-26,194.27000427246094
2024-01-29,192.00999450683594
2024-01-30,190.94000244140625
2024-01-31,187.0399932861328
2024-02-01,183.99000549316406
2024-02-02,179.86000061035156
2024-02-05,188.14999389648438
2024-02-06,186.86000061035156
2024-02-07,190.63999938964844
2024-02-08,189.38999938964844
2024-02-09,188.64999389648438
2024-02-12,188.4199981689453
2024-02-13,185.77000427246094
2024-02-14,185.32000732421875
2024-02-15,183.5500030517578
2024-02-16,183.4199981689453
2024-02-20,181.7899932861328
2024-02-21,181.94000244140625
2024-02-22,183.47999572753906
2024-02-23,185.00999450683594
2024-02-26,182.24000549316406
2024-02-27,181.10000610351562
2024-02-28,182.50999450683594
2024-02-29,181.27000427246094
2024-03-01,179.5500030517578
2024-03-04,176.14999389648438
2024-03-05,170.75999450683594
2024-03-06,171.05999755859375
2024-03-07,169.14999389648438
2024-03-08,169.0
2024-03-11,172.94000244140625
2024-03-12,173.14999389648438
2024-03-13,172.77000427246094
2024-03-14,172.91000366210938
2024-03-15,171.1699981689453
2024-03-18,175.57000732421875
2024-03-19,174.33999633789062
2024-03-20,175.72000122070312
2024-03-21,177.0500030517578
2024-03-22,171.75999450683594
2024-03-25,170.57000732421875
2024-03-26,170.0
2024-03-27,170.41000366210938
2024-03-28,171.75
2024-04-01,171.19000244140625
2024-04-02,169.0800018310547
2024-04-03,168.7899932861328
2024-04-04,170.2899932861328
2024-04-05,169.58999633789062
2024-04-08,169.02999877929688
2024-04-09,168.6999969482422
2024-04-10,168.8000030517578
2024-04-11,168.33999633789062
2024-04-12,174.25999450683594
2024-04-15,175.36000061035156
2024-04-16,171.75
2024-04-17,169.61000061035156
2024-04-18,168.02999877929688
2024-04-19,166.2100067138672
2024-04-22,165.52000427246094
2024-04-23,165.35000610351562
2024-04-24,166.5399932861328
2024-04-25,169.52999877929688
2024-04-26,169.8800048828125
2024-04-29,173.3699951171875
2024-04-30,173.3300018310547
2024-05-01,169.5800018310547
2024-05-02,172.50999450683594
2024-05-03,186.64999389648438
2024-05-06,182.35000610351562
2024-05-07,183.4499969482422
2024-05-08,182.85000610351562
2024-05-09,182.55999755859375
2024-05-10,184.89999389648438
2024-05-13,185.44000244140625
2024-05-14,187.50999450683594
2024-05-15,187.91000366210938
2024-05-16,190.47000122070312
2024-05-17,189.50999450683594
2024-05-20,189.3300018310547
2024-05-21,191.08999633789062
2024-05-22,192.27000427246094
2024-05-23,190.97999572753906
2024-05-24,188.82000732421875
2024-05-28,191.50999450683594
2024-05-29,189.61000061035156
2024-05-30,190.75999450683594
2024-05-31,191.44000244140625
2024-06-03,192.89999389648438
2024-06-04,194.63999938964844
2024-06-05,195.39999389648438
2024-06-06,195.69000244140625
2024-06-07,194.64999389648438
2024-06-10,196.89999389648438
2024-06-11,193.64999389648438
2024-06-12,207.3699951171875
2024-06-13,214.74000549316406
2024-06-14,213.85000610351562
2024-06-17,213.3699951171875
2024-06-18,217.58999633789062
2024-06-20,213.92999267578125
2024-06-21,210.38999938964844
2024-06-24,207.72000122070312
2024-06-25,209.14999389648438
2024-06-26,211.5
2024-06-27,214.69000244140625
2024-06-28,215.77000427246094
2024-07-01,212.08999633789062
2024-07-02,216.14999389648438
2024-07-03,220.0
2024-07-05,221.64999389648438
2024-07-08,227.08999633789062
2024-07-09,227.92999267578125
2024-07-10,229.3000030517578
2024-07-11,231.38999938964844
2024-07-12,228.9199981689453
2024-07-15,236.47999572753906
2024-07-16,235.0
2024-07-17,229.4499969482422
2024-07-18,230.27999877929688
2024-07-19,224.82000732421875
2024-07-22,227.00999450683594
2024-07-23,224.3699951171875
2024-07-24,224.0
2024-07-25,218.92999267578125
2024-07-26,218.6999969482422
2024-07-29,216.9600067138672
2024-07-30,219.19000244140625
2024-07-31,221.44000244140625
2024-08-01,224.3699951171875
2024-08-02,219.14999389648438
